序号,分类,越南语,中文,级别,词性
1067,十一、核心动词、形容词、连词与高频成语,luyện tập,锻炼,B1,đg.
1068,十一、核心动词、形容词、连词与高频成语,tập,练习,B1,đg.
1069,十一、核心动词、形容词、连词与高频成语,GYM gymnastics,健身,B1,
1070,三、人称代词、家庭亲属与职场社交,người yêu cũ ex - boy,前女友 / 前男友,B1,
1071,三、人称代词、家庭亲属与职场社交,thầy bói,算命先生,B1,d.
1072,十一、核心动词、形容词、连词与高频成语,tú tài,秀才,B2,d.
1073,十一、核心动词、形容词、连词与高频成语,làm báo,写新闻,B2,
1074,十一、核心动词、形容词、连词与高频成语,nghèo,穷,B2,t.
1075,二、时间、日期、月份与周期,giới trẻ,年轻人,B2,d.
1076,十一、核心动词、形容词、连词与高频成语,internet,互联网,B2,d.
1077,八、商务经贸、合同条款与物流生产,phù hợp với,符合于,B2,
1078,十一、核心动词、形容词、连词与高频成语,rảnh rỗi,空闲,B2,t.
1079,六、购物百货、服装尺码、颜色与售后,chất,物质,B2,d.
1080,六、购物百货、服装尺码、颜色与售后,ưu tiên,优先,B2,đg.
1081,八、商务经贸、合同条款与物流生产,kiểm soát,控制,B2,đg.
1082,十一、核心动词、形容词、连词与高频成语,gây hại cho,对 … 有害,B2,
1083,四、餐饮美食、水果特产与生活调料,chất ngọt,甜味剂,B2,
1084,八、商务经贸、合同条款与物流生产,tim mạch heart,心血管,B2,
1085,六、购物百货、服装尺码、颜色与售后,thực phẩm đóng hộp,罐头食品,B2,
1086,十一、核心动词、形容词、连词与高频成语,chất kích thích,兴奋剂,B2,
1087,十一、核心动词、形容词、连词与高频成语,giải phóng,释放,B2,đg.
1088,五、交通出行、海关通关、地理与东南亚国家,quang hợp,光合作用过程,B2,đg.
1089,六、购物百货、服装尺码、颜色与售后,diệp lục,叶绿素,B2,d.
1090,七、酒店住宿、房屋租赁与日常家务,oxi,氧气,B2,d.
1091,十一、核心动词、形容词、连词与高频成语,cacbonic,二氧化碳,B2,d.
1092,十一、核心动词、形容词、连词与高频成语,cacbondioxit,二氧化碳,B2,d
1093,三、人称代词、家庭亲属与职场社交,sinh vật,生物,B2,d.
1094,六、购物百货、服装尺码、颜色与售后,hấp thụ,吸收,B2,đg.
1095,三、人称代词、家庭亲属与职场社交,sản sinh,产生,B2,đg.
1096,十一、核心动词、形容词、连词与高频成语,nguồn năng lượng enegy,能源,B2,
1097,十一、核心动词、形容词、连词与高频成语,hình,图,未标注,d.
1098,十一、核心动词、形容词、连词与高频成语,thể loại,类型,未标注,d.
1099,五、交通出行、海关通关、地理与东南亚国家,trực tuyến,线上,未标注,d.
1100,五、交通出行、海关通关、地理与东南亚国家,nước anh/chị,国 / 国家,未标注,
1101,八、商务经贸、合同条款与物流生产,tập thể thao,做运动,未标注,
1102,五、交通出行、海关通关、地理与东南亚国家,những nước nào,哪些国家,未标注,
1103,四、餐饮美食、水果特产与生活调料,hàng quán,小餐馆,未标注,
1104,五、交通出行、海关通关、地理与东南亚国家,tiện lợi,方便/便利,未标注,t.
1105,二、时间、日期、月份与周期,người trẻ,年轻人,未标注,
1106,十一、核心动词、形容词、连词与高频成语,việc lự,这些选择,未标注,
1107,四、餐饮美食、水果特产与生活调料,tự nấu ăn,自己煮饭,未标注,
1108,四、餐饮美食、水果特产与生活调料,đi ăn ở ngoài nhà hàng,去外面吃,未标注,
1109,十一、核心动词、形容词、连词与高频成语,xu hướng,趋向,未标注,d.
1110,三、人称代词、家庭亲属与职场社交,sinh con,生孩子,未标注,
1111,五、交通出行、海关通关、地理与东南亚国家,da lịch,旅游,A1-B1,đg.
1112,四、餐饮美食、水果特产与生活调料,Chùa Hương,香寺,A1-B1,d.
1113,五、交通出行、海关通关、地理与东南亚国家,làng,村,A1-B1,d.
1114,六、购物百货、服装尺码、颜色与售后,Bát Tràng,钵场,A1-B1,d.
1115,二、时间、日期、月份与周期,Chùa Thầy,天福寺（民间称为师寺）,A1-B1,d.
1116,三、人称代词、家庭亲属与职场社交,Tràng An,长安,A1-B1,d.
1117,九、金融理财、股市交易与外汇结算,Ninh Bình,宁平,A1-B1,d.
1118,十二、常用口语短句（高频）,lớp đại học củ,我们班,A1-B1,
1119,十一、核心动词、形容词、连词与高频成语,những người yêu thích,爱好者,A1-B1,
1120,五、交通出行、海关通关、地理与东南亚国家,những đị,各地方,A1-B1,
1121,五、交通出行、海关通关、地理与东南亚国家,làng văn hó,文化村,A1-B1,
1122,十一、核心动词、形容词、连词与高频成语,thu hút được,吸引了,A1-B1,
1123,五、交通出行、海关通关、地理与东南亚国家,trong và ngoài nước,国内外,A1-B1,
1124,五、交通出行、海关通关、地理与东南亚国家,xe ô tô,汽车,A1-B1,d.
1125,十一、核心动词、形容词、连词与高频成语,việc quay p,摄像,A1-B1,
1126,五、交通出行、海关通关、地理与东南亚国家,phương tiện đi lại ve,交通工具,A1-B1,
1127,十一、核心动词、形容词、连词与高频成语,lên kế hoạch ve,做计划,A1-B1,
1128,五、交通出行、海关通关、地理与东南亚国家,trò chơi tập thể te,团队建设游戏,A1-B1,
1129,三、人称代词、家庭亲属与职场社交,người dân đị,本地人,A1-B1,
1130,三、人称代词、家庭亲属与职场社交,cuộc sống củ,生活,A1-B1,
1131,五、交通出行、海关通关、地理与东南亚国家,hành trình,行程,A1-B1,d.
1132,十一、核心动词、形容词、连词与高频成语,lạ mắt,奇特/奇异,A1-B1,t.
1133,十一、核心动词、形容词、连词与高频成语,đặt chân đến set foot,踏上,A1-B1,
1134,十一、核心动词、形容词、连词与高频成语,lạc vào,迷失于,A1-B1,
1135,五、交通出行、海关通关、地理与东南亚国家,dãy núi đá vôi,石灰岩山脉,A1-B1,
1136,六、购物百货、服装尺码、颜色与售后,xanh mát cool blue,凉爽的蓝色,A1-B1,
1137,十一、核心动词、形容词、连词与高频成语,đi sâu vào,深入,A1-B1,
1138,二、时间、日期、月份与周期,hàng ngàn năm,数千年,A1-B1,
1139,十一、核心动词、形容词、连词与高频成语,Hang Múa,舞蹈洞,A1-B1,d.
1140,五、交通出行、海关通关、地理与东南亚国家,toàn cảnh,全景,A1-B1,d.
1141,五、交通出行、海关通关、地理与东南亚国家,vùng đất,土地,A1-B1,d.
1142,十一、核心动词、形容词、连词与高频成语,mãn nguyện,满意,A1-B1,đg.
1143,十一、核心动词、形容词、连词与高频成语,trùng điệp,连绵起伏,A1-B1,t.
1144,六、购物百货、服装尺码、颜色与售后,lưu giữ,保留,A1-B1,đg.
1145,一、数字、量词与度量衡,không thể thiếu,不不可缺少,A1-B1,
1146,七、酒店住宿、房屋租赁与日常家务,bậc thang đá,石楼梯,A1-B1,
1147,五、交通出行、海关通关、地理与东南亚国家,đỉnh núi,山峰,A1-B1,
1148,四、餐饮美食、水果特产与生活调料,cánh đồng lúa,水稻田,A1-B1,
1149,四、餐饮美食、水果特产与生活调料,xanh mướt,绿油油的,A1-B1,
1150,十一、核心动词、形容词、连词与高频成语,vẻ đẹp,…之美,A1-B1,
1151,五、交通出行、海关通关、地理与东南亚国家,cảnh đẹp beaut,美景,A1-B1,
1152,四、餐饮美食、水果特产与生活调料,buổi gặp gỡ,见面会,A1-B1,
1153,四、餐饮美食、水果特产与生活调料,thịt dê nướng grilled go,烤羊肉,A1-B1,
1154,六、购物百货、服装尺码、颜色与售后,kho tàng,保藏,A1-B1,d.
1155,十一、核心动词、形容词、连词与高频成语,hiểu sâu hơn deeply,深入了解,A1-B1,
1156,二、时间、日期、月份与周期,thời,大学时光,A1-B1,
1157,五、交通出行、海关通关、地理与东南亚国家,chụp hình,拍照,A1-B1,
1158,六、购物百货、服装尺码、颜色与售后,DataReportal DataReportal,数据研究,A1-B1,
1159,一、数字、量词与度量衡,Ấn Độ,印度,A1-B1,d.
1160,九、金融理财、股市交易与外汇结算,người dùng,用户,A1-B1,
1161,八、商务经贸、合同条款与物流生产,mạng xã hội,社交网络,A1-B1,
1162,十一、核心动词、形容词、连词与高频成语,top 10,前10,A1-B1,
1163,十一、核心动词、形容词、连词与高频成语,đứng ở vị trí,位于,A1-B1,
1164,一、数字、量词与度量衡,thứ 9,第九,A1-B1,
1165,六、购物百货、服装尺码、颜色与售后,trong số,在 … 中,A1-B1,
1166,十一、核心动词、形容词、连词与高频成语,video,视频,A1-B1,d.
1167,十一、核心动词、形容词、连词与高频成语,cập nhật,更新,A1-B1,đg.
1168,九、金融理财、股市交易与外汇结算,tin tức,信息,A1-B1,d.
1169,九、金融理财、股市交易与外汇结算,miễn phí,免费,A1-B1,d.
1170,十一、核心动词、形容词、连词与高频成语,áp đảo,压倒,A1-B1,đg.
1171,五、交通出行、海关通关、地理与东南亚国家,trong nước domestic,国内,A1-B1,
1172,十一、核心动词、形容词、连词与高频成语,sự lự,选择,A1-B1,
1173,一、数字、量词与度量衡,có đến,多达,A1-B1,
1174,十一、核心动词、形容词、连词与高频成语,bỏ xa,遥遥领先于,A1-B1,
1175,十一、核心动词、形容词、连词与高频成语,tranh cãi,争论,A1-B1,d.
1176,十一、核心动词、形容词、连词与高频成语,đường hô hấp,呼吸系统,A1-B1,
1177,四、餐饮美食、水果特产与生活调料,nguồn nước,水源,A1-B1,
1178,七、酒店住宿、房屋租赁与日常家务,bị ô nhiễm,被污染,A1-B1,
1179,十、医疗健康、人体疾病与紧急求助,mắc ung thư,患有癌症,A1-B1,
1180,十一、核心动词、形容词、连词与高频成语,bệnh ung thư vú,乳腺癌 / 乳腺癌,A1-B1,
1181,十、医疗健康、人体疾病与紧急求助,ung thư phổi,肺癌,A1-B1,
1182,五、交通出行、海关通关、地理与东南亚国家,Bắc Cực,北极,A1-B1,d.
1183,五、交通出行、海关通关、地理与东南亚国家,Nam Cực,南极,A1-B1,d.
1184,二、时间、日期、月份与周期,thiên tai,天灾 / 自然灾害,A1-B1,d.
1185,三、人称代词、家庭亲属与职场社交,sinh trưởng,生长,A1-B1,đg.
1186,七、酒店住宿、房屋租赁与日常家务,sự nóng lên toàn cầu,全球暖化,A1-B1,
1187,八、商务经贸、合同条款与物流生产,nhiên liệu hó,化石燃料,A1-B1,
1188,十一、核心动词、形容词、连词与高频成语,khói bụi,烟尘,A1-B1,
1189,十一、核心动词、形容词、连词与高频成语,chặt phá rừng,砍伐树木,A1-B1,
1190,六、购物百货、服装尺码、颜色与售后,tầng khí quyển,大气层,A1-B1,
1191,一、数字、量词与度量衡,tăng chóng mặt,快速上升,A1-B1,
1192,九、金融理财、股市交易与外汇结算,tan chảy,融化,A1-B1,
1193,四、餐饮美食、水果特产与生活调料,mực nước biển se,海平面,A1-B1,
1194,三、人称代词、家庭亲属与职场社交,sự sống,生命,A1-B1,d.
1195,五、交通出行、海关通关、地理与东南亚国家,bò biển,海牛,A1-B1,d.
1196,四、餐饮美食、水果特产与生活调料,dầu khí,石油,A1-B1,d.
1197,十一、核心动词、形容词、连词与高频成语,niken,镍,A1-B1,d.
1198,九、金融理财、股市交易与外汇结算,Thái Bình Dương,太平洋,A1-B1,d.
1199,六、购物百货、服装尺码、颜色与售后,động thực vật flora,动植物,A1-B1,
1200,五、交通出行、海关通关、地理与东南亚国家,Liên Hợp Quốc,联合国,A1-B1,
1201,四、餐饮美食、水果特产与生活调料,đứng trước,面临,A1-B1,
1202,七、酒店住宿、房屋租赁与日常家务,bị tuyệt chủng be,被灭绝,A1-B1,
1203,十一、核心动词、形容词、连词与高频成语,chẳng hạn như ‘,比如,A1-B1,
1204,一、数字、量词与度量衡,dưới mức,程度下,A1-B1,
1205,三、人称代词、家庭亲属与职场社交,đáng báo động,使人惊恐,A1-B1,
1206,五、交通出行、海关通关、地理与东南亚国家,Đông P,东非,A1-B1,
1207,十一、核心动词、形容词、连词与高频成语,năng lượng,能源,A1-B1,d.
1208,三、人称代词、家庭亲属与职场社交,tái tạo,再生,A1-B1,đg.
1209,八、商务经贸、合同条款与物流生产,công cộng,公共,A1-B1,d.
1210,十一、核心动词、形容词、连词与高频成语,năng lượng hó,化石能源,A1-B1,
1211,一、数字、量词与度量衡,số một,第一,A1-B1,
1212,三、人称代词、家庭亲属与职场社交,thân thiện với môi trường,对环境友好,A1-B1,
1213,十一、核心动词、形容词、连词与高频成语,ý thức,意识,A1-B1,d.
1214,十一、核心动词、形容词、连词与高频成语,nhỏ nhặt,琐碎,A1-B1,t.
1215,七、酒店住宿、房屋租赁与日常家务,rối loạn,混乱,A1-B1,t.
1216,九、金融理财、股市交易与外汇结算,quây quần,群聚 / 汇聚,未标注,đg.
1217,三、人称代词、家庭亲属与职场社交,con cháu,子孙,未标注,d.
1218,十一、核心动词、形容词、连词与高频成语,dâng lên,供奉,未标注,đg.
1219,十一、核心动词、形容词、连词与高频成语,trang trọng,肃穆,未标注,t.
1220,十一、核心动词、形容词、连词与高频成语,nhau,互相,未标注,d.
1221,十一、核心动词、形容词、连词与高频成语,mong,希望,未标注,đg.
1222,九、金融理财、股市交易与外汇结算,được tính vào,算在,未标注,
1223,四、餐饮美食、水果特产与生活调料,mâm cơm,酒席,未标注,
1224,四、餐饮美食、水果特产与生活调料,mâm ngũ quả,五果盘,未标注,
1225,二、时间、日期、月份与周期,một năm mới,新的一年,未标注,
1226,十一、核心动词、形容词、连词与高频成语,những lời chúc,祝福,未标注,
1227,三、人称代词、家庭亲属与职场社交,trẻ nhỏ c,小孩儿,未标注,
1228,二、时间、日期、月份与周期,mừng tuổi,给压岁钱,未标注,
1229,二、时间、日期、月份与周期,được sống lâu,长命百岁,未标注,
1230,八、商务经贸、合同条款与物流生产,thay mặt,代表,未标注,đg.
1231,六、购物百货、服装尺码、颜色与售后,tiêu đề,标题,未标注,d.
1232,四、餐饮美食、水果特产与生活调料,phòng vấn,面试,未标注,đg.
1233,十一、核心动词、形容词、连词与高频成语,cấp bậc,级别,未标注,d.
1234,十一、核心动词、形容词、连词与高频成语,chi tiết,仔细,未标注,d.
1235,五、交通出行、海关通关、地理与东南亚国家,thư mời nhận việc,录用通知书,未标注,
1236,三、人称代词、家庭亲属与职场社交,người nhận,收信人,未标注,
1237,十一、核心动词、形容词、连词与高频成语,thân gửi,敬启者,未标注,
1238,四、餐饮美食、水果特产与生活调料,buổi phỏng vấn,一场面试,未标注,
1239,十一、核心动词、形容词、连词与高频成语,đính kèm,附带,未标注,
1240,十一、核心动词、形容词、连词与高频成语,biểu đồ,图表,未标注,d.
1241,十一、核心动词、形容词、连词与高频成语,lực lượng,劳动力,未标注,
1242,十一、核心动词、形容词、连词与高频成语,trở lên,以上,未标注,
1243,二、时间、日期、月份与周期,nhóm tuổi age gro,年龄段,未标注,
